מ.במחסן,מחס,מספר פריט,שם פריט,מספר חליפי,***,כמות במלאי
,0,04WF25CRVD80B,כנף קדמית 25 CARVE D/LAB 800,42250-3844,,2.00
,0,04WF25CRVD95,סט כ. 25 CARVE D/LAB 950/175,42250-3734,,1.00
,0,04WF25CRVS080,סט כ. 25 CARVE SLS 800/160,42250-3735,,2.00
,0,04WF25CRVS095,סט כ. 25 CARVE SLS 950/175,42250-3735,,3.00
,0,04WF25CRVS110,סט כ. 25 CARVE SLS 1100/175,42250-3735,,
,0,04WF25CRVS130,סט כ. 25 CARVE SLS 1300/195,42250-3735,,
,0,04WF25FRE1500B,כנף קדמית 1500 FREE,42250-3840,,1.00
,0,04WF25FRE1750B,כנף קדמית 1750 FREE,42250-3840,,2.00
,0,04WF25HYPR88,כנף קדמית HYPERGLIDE 880,42250-3839,,
,0,04WF25WSAMP,סט כנפיים 25 AMP 1750/H185,42250-3707,,1.00
,0,04WF25WSBLZ55,כנף קדמית BLITZ 550 25,42250-3835,,
,0,04WF25WSBLZ80,סט כנפיים 25 BLITZ 800/R190,42250-3708,,
,0,04WF25WSGL0750,סט כנפיים GLIDE 750/H165 25,42250-3731,,1.00
,0,04WF25WSGL0900F,כנף קדמית GLIDE 900 25,42250-3837,,3.00
,0,04WF25WSGL1100F,כנף קדמית GLIDE 1100 25,42250-3837,,2.00
,0,04WF25WSGLD620,סט כנפיים GLIDE D/LAB 620/H145,42250-3730,,1.00
,0,04WF25WSGLD750,סט כנפיים GLIDE D/LAB 750/H165,42250-3730,,
,0,04WF25WSGLD900,סט כנפיים GLIDE D/LAB 900/H185,42250-3730,,
,0,04WF25WSGLD900F,כנף קדמית GLIDE 2.0 DLAB 900,42250-3836,,2.00
,0,04WF25WSWHZ085,סט כנפיים 25 WHIZZ 850/S165,42250-3706,,1.00
,0,04WF25WSWHZ100,סט כנפיים 25 WHIZZ 1000/S185,42250-3706,,1.00
,0,04WF25WSWHZ120,סט כנפיים 25 WHIZZ 1200/S210,42250-3706,,
,0,04WF26CRSTD675,כנף קדמית 26 CREST DLAB 675,42260-3848,,2.00
,0,04WF26CRSTD800,כנף קדמית 26 CREST DLAB 800,42260-3848,,5.00
